Módulo de Análise: Origem de Dados da Coleta;;;;;;
Data de solicitação 26/02/2020;;;;;;
Período Solicitado de 01/01/2020 até 31/01/2020;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Qualidade;Origem;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;15;40,299;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;16;35,679;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;17;37,909;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;18;40,369;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;19;35,167;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;20;37,682;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;21;40,571;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;22;36,273;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;23;28,993;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);23/01/2020;24;25,73;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;1;29,201;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;2;29,281;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;3;29,096;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;4;25,157;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;5;27,128;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;6;28,728;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;7;29,089;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;8;32,196;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;9;34,887;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;10;39,165;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;11;41,154;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;12;39,047;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;13;37,953;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;14;41,063;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;15;39,561;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;16;39,1;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;17;41,735;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;18;42,65;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;19;35,214;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;20;37,161;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;21;39,882;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;22;36,155;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;23;28,361;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);24/01/2020;24;25,676;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;1;30,258;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;2;30,093;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;3;28,845;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;4;25,516;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;5;27,494;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;6;29,405;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;7;30,796;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;8;34,291;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;9;33,682;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;10;39,787;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;11;38,513;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;12;38,737;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;13;35,639;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;14;40,659;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;15;41,395;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;16;40,704;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;17;37,361;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;18;39,134;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;19;41,321;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;20;39,708;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;21;37,846;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;22;32,42;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;23;32,095;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);25/01/2020;24;29,355;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;1;30,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;2;26,928;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;3;28,53;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;4;29,276;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;5;29,52;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;6;25,446;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;7;27,726;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;8;35,95;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;9;37,441;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;10;37,552;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;11;38,008;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;12;40,322;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;13;40,745;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;14;36,817;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;15;28,826;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;16;31,648;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;17;30,993;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;18;30,098;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;19;26,459;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;20;30,721;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;21;28,364;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;22;29,912;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;23;25,34;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);26/01/2020;24;28,304;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;1;28,534;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;2;30,152;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;3;24,141;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;4;27,523;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;5;28,635;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;6;27,488;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;7;25,228;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;8;37,346;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;9;38,023;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;10;39,379;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;11;36,36;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;12;41,655;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;13;41,565;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;14;39,835;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;15;44,247;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;16;41,556;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;17;40,566;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;18;37,409;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;19;42,785;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;20;42,62;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;21;41,493;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;22;34,307;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;23;30,946;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);27/01/2020;24;31,302;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;1;29,926;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;2;29,24;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;3;28,489;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;4;28,949;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;5;29,978;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;6;28,315;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;7;27,41;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;8;38,692;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;9;38,057;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;10;41,309;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;11;42,606;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;12;40,51;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;13;40,298;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;14;42,337;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;15;37,275;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;16;36,433;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;17;38,484;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;18;38,102;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;19;35,92;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;20;35,424;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;21;35,126;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;22;32,505;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;23;26,059;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);28/01/2020;24;25,225;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;1;23,751;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;2;25,873;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;3;24,637;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;4;23,324;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;5;25,374;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;6;24,457;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;7;25,978;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;8;33,383;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;9;32,857;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;10;35,236;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;11;44,125;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;12;42,756;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;13;42,045;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;14;44,175;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;15;42,75;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;16;38,607;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;17;38,896;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;18;43,949;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;19;43,416;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;20;43,313;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;21;38,738;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;22;40,18;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;23;34,878;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);29/01/2020;24;31,699;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;1;26,571;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;2;32,407;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;3;32,933;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;4;31,155;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;5;29,56;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;6;29,441;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;7;32,821;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;8;40,015;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;9;38,672;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;10;44,796;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;11;45,234;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;12;44,628;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;13;38,946;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;14;47,75;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;15;46,038;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;16;42,703;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;17;41,602;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;18;44,439;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;19;42,421;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;20;40,745;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;21;37,171;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;22;35,45;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;23;34,131;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);30/01/2020;24;32,345;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;1;27,554;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;2;29,194;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;3;33,091;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;4;30,289;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;5;31,81;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;6;27,384;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;7;30,43;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;8;40,448;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;9;41,2;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;10;37,106;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;11;43,802;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;12;43,638;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;13;39,027;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;14;43,925;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;15;47,746;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;16;43,874;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;17;41,804;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;18;39,944;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;19;43,653;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;20;44,398;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;21;39,887;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;22;34,958;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;23;35,373;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (L);31/01/2020;24;33,204;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;1;26,54;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;2;31,919;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;3;31,399;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;4;31,421;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;5;27,211;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;6;29,863;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;7;30,032;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;8;31,615;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;9;28,026;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;10;29,658;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;11;32,484;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;12;33,897;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;13;29,551;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;14;31,219;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;15;32,95;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;16;32,376;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;17;31,005;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;18;28,097;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;19;30,074;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;20;32,28;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;21;29,743;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;22;26,063;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;23;30,499;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);01/01/2020;24;30,49;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;1;28,823;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;2;26,264;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;3;30,025;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;4;30,161;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;5;30,252;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;6;26,35;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;7;29,928;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;8;40,01;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;9;36,086;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;10;40,771;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;11;39,501;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;12;43,374;Completo;COLETA DIÁRIA;
DELTA SUPERMERCADO;SPDSMOENTR101 (B);02/01/2020;13;42,42;Completo;COLETA DIÁRIA;
